Family,Accuracy,Acc_std,Precision,Pre_std,Recall,Rec_std,F1-Score,F1_std,FPR,FPR_std,TPR,TPR_std,Query_Time_Mean,Query_Time_Std
bazarbackdoor,0.958,0.01579029237643602,0.9623303506692565,0.023394434233381688,0.9540000000000001,0.02430363484474424,0.9578171359334255,0.015972014712603476,0.037999999999924004,0.024413111231418577,0.9539999999980918,0.024303634844695634,0.10285607441266374,0.008732686546402729
bazarbackdoor_v2,0.9586666666666669,0.020933757957476776,0.9621449484486587,0.0239229847648534,0.9553333333333336,0.02906697247545551,0.9584543019997361,0.02114955484224828,0.037999999999924004,0.024413111231418577,0.9553333333314225,0.029066972475397374,0.11595259332656857,0.016589273562042553
bazarbackdoor_v3,0.7113333333333333,0.03972684510783889,0.9247957451398594,0.047955740582825125,0.46066666666666656,0.07890641432876178,0.61107698345541,0.0716909721064081,0.037999999999924004,0.024413111231418577,0.4606666666657454,0.07890641432860397,0.11558075849215187,0.00412557378709086
bigviktor,0.6013333333333332,0.034998412662417835,0.8636328318361566,0.09438381015416808,0.24066666666666667,0.064803977930028,0.37249301889242203,0.08175982060092439,0.037999999999924004,0.024413111231418577,0.24066666666618533,0.0648039779298984,0.1164046386082967,0.004111358349631229
bumblebee,0.9573333333333334,0.01787611690372256,0.9622625126047083,0.023764453773940895,0.9526666666666668,0.028511206373790787,0.9570618352504703,0.01810651339348022,0.037999999999924004,0.024413111231418577,0.9526666666647612,0.028511206373733763,0.11194596401850379,0.013370379181084831
ccleaner,0.9333333333333333,0.027728845790780547,0.9602225669905221,0.02503372325308313,0.904666666666667,0.049982219060604155,0.9307809383878184,0.030675625094384904,0.037999999999924004,0.024413111231418577,0.9046666666648574,0.0499822190605042,0.10405040478706357,0.004510856447110381
dmsniff,0.8716666666666667,0.10450146197807741,0.9495731818791566,0.033882077209244646,0.7813333333333333,0.205778737698745,0.8429218872508116,0.14552821657169054,0.037999999999924004,0.024413111231418577,0.7813333333317707,0.20577873769833338,0.0968735281626383,0.006117907108965267
enviserv,0.9243333333333333,0.024722908854384853,0.9591593004414977,0.025809342143929503,0.8866666666666666,0.03476907949441414,0.9211806974280051,0.02629889651379466,0.037999999999924004,0.024413111231418577,0.8866666666648934,0.0347690794943446,0.11836615252494812,0.009273339850372335
fosniw,0.48100000000000004,0.01220655561573371,0.0,0.0,0.0,0.0,0.0,0.0,0.037999999999924004,0.024413111231418577,0.0,0.0,0.11064766446749365,0.010629802479388124
goz,0.981,0.012206555615733715,0.9639252164779355,0.022718743486427405,1.0,0.0,0.9814951928414675,0.01176576300566373,0.037999999999924004,0.024413111231418577,0.9999999999979999,0.0,0.11819120868047074,0.005186449225549687
gozi_rfc4343,0.6409999999999999,0.04284468072779476,0.8925974014103865,0.06675968038847838,0.32,0.08,0.46618080803306705,0.09139843662114983,0.037999999999924004,0.024413111231418577,0.31999999999935996,0.07999999999984,0.10004965114593503,0.006885510050674963
