Family,Accuracy,Acc_std,Precision,Pre_std,Recall,Rec_std,F1-Score,F1_std,FPR,FPR_std,TPR,TPR_std,Query_Time_Mean,Query_Time_Std
bazarbackdoor,0.5856666666666667,0.033831280725913335,0.8452399098722628,0.10836282600075024,0.21066666666666667,0.05767341001035245,0.3338479161719145,0.07776988902766824,0.03933333333325468,0.02988124644129353,0.2106666666662453,0.0576734100102371,0.152897616704305,0.019630761118145938
bazarbackdoor_v2,0.48633333333333334,0.016829207415152453,0.22174603174603172,0.29623215481099574,0.012000000000000002,0.015143755588800729,0.0224488975523888,0.028071759473483653,0.03933333333325468,0.02988124644129353,0.011999999999975999,0.015143755588770442,0.15751699487368265,0.009233605497926031
bazarbackdoor_v3,0.48033333333333333,0.014940623220676645,0.0,0.0,0.0,0.0,0.0,0.0,0.03933333333325468,0.02988124644129353,0.0,0.0,0.15800648101170855,0.007039300818728331
bigviktor,0.5306666666666666,0.022793761329705012,0.7460806785806787,0.1525287663581824,0.10066666666666668,0.04632733774157784,0.17315054676304384,0.07124532208777784,0.03933333333325468,0.02988124644129353,0.10066666666646532,0.046327337741485175,0.15740454483032226,0.0072770114693308545
bumblebee,0.48033333333333333,0.014940623220676645,0.0,0.0,0.0,0.0,0.0,0.0,0.03933333333325468,0.02988124644129353,0.0,0.0,0.15460290503501892,0.006725811908084415
ccleaner,0.8553333333333332,0.04256237253203298,0.9512538699400139,0.034689116526006994,0.7499999999999999,0.08290556877154473,0.8359463776339832,0.05563930161994979,0.03933333333325468,0.02988124644129353,0.7499999999985,0.0829055687713789,0.15074225751558937,0.007344186785255512
dmsniff,0.9610000000000001,0.038845849199110064,0.9610379845786162,0.028281712166733072,0.9613333333333335,0.06790843508398316,0.9599591696737734,0.041806916855249815,0.03933333333325468,0.02988124644129353,0.9613333333314105,0.06790843508384733,0.1448865696589152,0.004264701469680823
enviserv,0.778,0.036551333764994136,0.9394921257546367,0.043912609321234156,0.5953333333333333,0.06864077181643251,0.7263724228013569,0.05428582024227324,0.03933333333325468,0.02988124644129353,0.5953333333321427,0.06864077181629522,0.1478444468180338,0.0063039465471576945
fosniw,0.48033333333333333,0.014940623220676645,0.0,0.0,0.0,0.0,0.0,0.0,0.03933333333325468,0.02988124644129353,0.0,0.0,0.14704315344492594,0.007357057898000993
goz,0.9803333333333335,0.014940623220676661,0.9629308452745373,0.026994804908111358,1.0,0.0,0.9809204079740047,0.014181347950297102,0.03933333333325468,0.02988124644129353,0.9999999999979999,0.0,0.14318541129430132,0.0036359194759183356
gozi_rfc4343,0.8266666666666667,0.03771236166328251,0.9471243001250375,0.03809830733226351,0.6926666666666665,0.06782002326419208,0.7982566935238539,0.04964549787449755,0.03933333333325468,0.02988124644129353,0.6926666666652814,0.06782002326405645,0.1384474109013875,0.006577426351491582
infy,0.5223333333333334,0.025124136248281703,0.6824175824175823,0.20823553024295527,0.08400000000000002,0.03808761828556187,0.1476878332670662,0.06264834546059239,0.03933333333325468,0.02988124644129353,0.083999999999832,0.03808761828548569,0.1439541188875834,0.0060889746504388135
monerodownloader,0.9803333333333335,0.014940623220676661,0.9629308452745373,0.026994804908111358,1.0,0.0,0.9809204079740047,0.014181347950297102,0.03933333333325468,0.02988124644129353,0.9999999999979999,0.0,0.142925786892573,0.006425365917186711
newgoz,0.9803333333333335,0.014940623220676661,0.9629308452745373,0.026994804908111358,1.0,0.0,0.9809204079740047,0.014181347950297102,0.03933333333325468,0.02988124644129353,0.9999999999979999,0.0,0.14515746974945065,0.006401714686596169
ngioweb,0.5370000000000001,0.029,0.7303643578643579,0.22138643994183876,0.11333333333333336,0.04880801391392834,0.19352549055740173,0.0781013520905863,0.03933333333325468,0.02988124644129353,0.11333333333310666,0.04880801391383072,0.14612635445594785,0.007811003153328895
pandabanker,0.9260000000000002,0.02678307923546753,0.9586013976200307,0.02985525811447466,0.8913333333333333,0.044327067226344774,0.9229876893433995,0.028580534612258672,0.03933333333325468,0.02988124644129353,0.8913333333315506,0.04432706722625612,0.14445261883735652,0.006115726088564901
pizd,0.7683333333333334,0.037334821398915106,0.9374205546004275,0.04605897061138396,0.5760000000000001,0.06858571279792898,0.7110743235966404,0.05656618570528306,0.03933333333325468,0.02988124644129353,0.575999999998848,0.0685857127977918,0.14580864946047462,0.0073438948475491594
reconyc,0.9256666666666666,0.026793448618811427,0.9587970363246676,0.029586564511147675,0.8906666666666665,0.04891716354091771,0.9224668436060532,0.029355373295640343,0.03933333333325468,0.02988124644129353,0.8906666666648854,0.04891716354081989,0.1433769532839457,0.004799123148408006
sharkbot,0.9086666666666667,0.015434449203720314,0.9571243516715363,0.030956991432731517,0.8566666666666667,0.007453559924999305,0.903860950487174,0.014760978931659027,0.03933333333325468,0.02988124644129353,0.8566666666649532,0.00745355992498437,0.13241993165016175,0.019770859243750404
szribi,0.9026666666666668,0.02897508508280098,0.9562021871844885,0.031788903225057015,0.8446666666666667,0.044924628236883854,0.8962747546866304,0.031958249746016264,0.03933333333325468,0.02988124644129353,0.8446666666649771,0.04492462823679401,0.13093608323733008,0.002821256406730837
torpig,0.9146666666666667,0.028487814158961983,0.9575039658086912,0.030238728021950375,0.8686666666666667,0.0483551674821029,0.9100626845878723,0.031547538975848936,0.03933333333325468,0.02988124644129353,0.8686666666649292,0.048355167482006196,0.13119566750526426,0.0032119825730075047
tufik,0.9790000000000002,0.014456832294800971,0.9629041679369357,0.026977925942304803,0.9973333333333334,0.009977753031397184,0.9795600678583606,0.013732268854537245,0.03933333333325468,0.02988124644129353,0.9973333333313387,0.00997775303137722,0.12949567071596776,0.0036029419979747472
verblecon,0.9696666666666668,0.015380362660079108,0.9622637594466912,0.0273496613723879,0.9786666666666667,0.01707499796648761,0.970071017375026,0.014791760132624976,0.03933333333325468,0.02988124644129353,0.9786666666647093,0.01707499796645344,0.12908171693483986,0.00448548501909775
wd,0.9803333333333335,0.014940623220676661,0.9629308452745373,0.026994804908111358,1.0,0.0,0.9809204079740047,0.014181347950297102,0.03933333333325468,0.02988124644129353,0.9999999999979999,0.0,0.13339935310681655,0.0034740847545257224
xshellghost,0.967,0.01934769581457526,0.9619526737840892,0.027841957505295247,0.9733333333333334,0.024404006956964177,0.9672657651408184,0.019054899806816718,0.03933333333325468,0.02988124644129353,0.9733333333313865,0.024404006956915338,0.13142385244369506,0.003714975738355953
GLOBAL_MEAN,0.78828,0.024033130155653656,0.779570012654197,0.06081446572280555,0.6158933333333334,0.03229339966561601,0.651940043060911,0.0326514954637581,0.039333333333254686,0.02988124644129353,0.6158933333321015,0.03229339966555141,0.1432932807699839,0.006858284702609443
