Family,Accuracy,Acc_std,Precision,Pre_std,Recall,Rec_std,F1-Score,F1_std,FPR,FPR_std,TPR,TPR_std,Query_Time_Mean,Query_Time_Std
bazarbackdoor,0.7983333333333335,0.037690258098818506,0.9338766679175418,0.04125948299649573,0.6426666666666666,0.06826093725957441,0.7593245682175326,0.05378604321385554,0.045999999999908,0.028821288428232072,0.6426666666653813,0.06826093725943791,0.00045502591133112706,5.0619658518479666e-05
bazarbackdoor_v2,0.8439999999999999,0.031048349392520047,0.9420176931381932,0.03586539653517958,0.734,0.05345403009440293,0.8238709208636261,0.03851083812358142,0.045999999999908,0.028821288428232072,0.733999999998532,0.053454030094296015,0.00044151790936783087,9.413011891836224e-05
bazarbackdoor_v3,0.5196666666666666,0.026265736024122553,0.6426719576719576,0.22188463429292296,0.08533333333333334,0.03930507459462313,0.14897496132799665,0.065419809747294,0.045999999999908,0.028821288428232072,0.08533333333316266,0.03930507459454452,0.0003190937836964426,2.8044088285985877e-05
bigviktor,0.5393333333333333,0.025551690528982405,0.7352374939874939,0.16088644509984487,0.12466666666666669,0.04807863928560745,0.20982531926343906,0.07227804723845539,0.045999999999908,0.028821288428232072,0.12466666666641732,0.04807863928551129,0.0003330519994099439,5.151208369295891e-05
bumblebee,0.8069999999999999,0.027343494046421092,0.9364735026124867,0.0375040221890605,0.66,0.05163977794943222,0.7728026270520902,0.03707419886328216,0.045999999999908,0.028821288428232072,0.6599999999986801,0.051639777949328954,0.00035411143302912596,0.00012965478361222094
ccleaner,0.885,0.032326459750489235,0.9476310574186102,0.03151229421574771,0.816,0.05964338465692011,0.8754987956149927,0.03805467005960345,0.045999999999908,0.028821288428232072,0.8159999999983681,0.05964338465680081,0.00040639774004613426,9.470650625354122e-05
dmsniff,0.9316666666666665,0.08645165636868322,0.9456647988095009,0.055722517285850245,0.9093333333333333,0.16056013065376956,0.9209365410106413,0.12433907682253002,0.045999999999908,0.028821288428232072,0.9093333333315147,0.16056013065344843,0.0004970095157622796,0.00011123131052097695
enviserv,0.9023333333333335,0.026668749918626163,0.9495166626316913,0.030737092143816064,0.8506666666666668,0.044040385506436644,0.8966246546446536,0.02942795800921759,0.045999999999908,0.028821288428232072,0.8506666666649654,0.04404038550634858,0.00032425888379409933,4.670175390553427e-05
fosniw,0.47700000000000004,0.014410644214144851,0.0,0.0,0.0,0.0,0.0,0.0,0.045999999999908,0.028821288428232072,0.0,0.0,0.00032746450106298003,4.655606276751845e-05
goz,0.9766666666666665,0.014681810363696838,0.9567108687067992,0.026312111597239392,0.9993333333333333,0.003590109871423007,0.9773744702715985,0.014034031961643842,0.045999999999908,0.028821288428232072,0.9993333333313347,0.0035901098714158112,0.0003374558289845286,4.6419764027899667e-05
