Family,Accuracy,Acc_std,Precision,Pre_std,Recall,Rec_std,F1-Score,F1_std,FPR,FPR_std,TPR,TPR_std,Query_Time_Mean,Query_Time_Std
gozi_rfc4343,0.6996666666666668,0.04118926505238416,0.9078868221664763,0.05602704448000045,0.4453333333333333,0.08048740412152837,0.5932304870469717,0.07636355655704409,0.045999999999908,0.028821288428232072,0.4453333333324426,0.0804874041213674,0.00045148595174148755,6.209845308732422e-05
infy,0.6959999999999998,0.04644710252893427,0.903100100347093,0.059338761292558294,0.438,0.08268010643437755,0.586318997906439,0.08232181361452218,0.045999999999908,0.028821288428232072,0.437999999999124,0.08268010643421217,0.0003715517520904054,9.821246745689928e-05
monerodownloader,0.9743333333333332,0.014533486237727771,0.9565533398241501,0.026383776477019255,0.9946666666666667,0.008844332774281075,0.97501922131555,0.0139104523452859,0.045999999999908,0.028821288428232072,0.9946666666646773,0.008844332774263351,0.00034020646413162475,5.742039704384703e-05
newgoz,0.9769999999999999,0.014410644214144872,0.956747153177046,0.026292968143121608,1.0,0.0,0.9777107860276744,0.013750459314574167,0.045999999999908,0.028821288428232072,0.9999999999979999,0.0,0.0003576868375141934,7.690632188099496e-05
ngioweb,0.6076666666666667,0.02752978185327463,0.854755851733406,0.08778613000226154,0.2613333333333333,0.04759084879353267,0.3977969503461135,0.05997723290023761,0.045999999999908,0.028821288428232072,0.26133333333281067,0.047590848793437474,0.000467684904734245,0.0001092966690796551
pandabanker,0.9019999999999998,0.030155154341063053,0.9497651375977937,0.03049918222281742,0.85,0.057907972968610576,0.8957657261473896,0.03479898892835002,0.045999999999908,0.028821288428232072,0.8499999999983,0.057907972968494766,0.0003341279029845695,5.4228678450663694e-05
pizd,0.5843333333333334,0.03137762826530321,0.8257817563699916,0.10608089277216365,0.21466666666666667,0.055120070956251696,0.3377105504150871,0.07123264881611965,0.045999999999908,0.028821288428232072,0.21466666666623732,0.05512007095614146,0.00033076564470921907,6.0192340794423784e-05
reconyc,0.9559999999999998,0.021385353243127247,0.9547605730201656,0.027684166146287093,0.9580000000000001,0.024953289696283874,0.9561275501015992,0.02135726721440713,0.045999999999908,0.028821288428232072,0.9579999999980838,0.024953289696233952,0.00045088712374364307,7.771015677488206e-05
sharkbot,0.9056666666666667,0.014761059883656365,0.9500405370675684,0.030209517764228064,0.8573333333333333,0.006798692684790387,0.9010675657533701,0.01413716926999295,0.045999999999908,0.028821288428232072,0.8573333333316185,0.0067986926847767625,0.00042013891537979233,0.00031509347304242816
szribi,0.8723333333333334,0.032525203902341475,0.9459078696177515,0.03269710497038056,0.7906666666666667,0.05926962872238099,0.8599943001683161,0.039072022821613275,0.045999999999908,0.028821288428232072,0.7906666666650853,0.05926962872226243,0.00036040925979609323,0.00021627364676861824
torpig,0.91,0.02323790007724449,0.9511082237424591,0.02899856582607449,0.8660000000000001,0.0519358578761662,0.905222823093811,0.026278429903878422,0.045999999999908,0.028821288428232072,0.8659999999982679,0.05193585787606232,0.00037763102849319653,8.885369509031247e-05
tufik,0.9763333333333332,0.015380362660079118,0.956654751984016,0.026415205703566348,0.9986666666666667,0.004988876515698592,0.9770386949358231,0.014731193910598489,0.045999999999908,0.028821288428232072,0.9986666666646694,0.004988876515688595,0.00040395212173456916,9.76086102454344e-05
verblecon,0.9613333333333334,0.01978776277287445,0.9553237468776685,0.027194270393744797,0.9686666666666668,0.023485219938411395,0.9616708462054998,0.019584028733427263,0.045999999999908,0.028821288428232072,0.9686666666647292,0.023485219938364395,0.00032229248682652875,3.5195974321609284e-05
wd,0.9610000000000001,0.017387735140993302,0.9553215683951374,0.02727056917981394,0.9680000000000002,0.01423610433604176,0.9614178889654371,0.016870201763596798,0.045999999999908,0.028821288428232072,0.9679999999980637,0.014236104336013277,0.00038997109731033473,8.065830336634417e-05
