Family,Accuracy,Acc_std,Precision,Pre_std,Recall,Rec_std,F1-Score,F1_std,FPR,FPR_std,TPR,TPR_std,Query_Time_Mean,Query_Time_Std
pizd,0.4776666666666667,0.018917951498216942,0.26222222222222225,0.21213825492784102,0.02533333333333334,0.019275776393067944,0.0457074197070088,0.034228849941807686,0.06999999999986,0.03214550253657889,0.025333333333282675,0.019275776393029395,0.003584364573160759,0.000705692754157708
reconyc,0.9346666666666666,0.022469732728470262,0.9315416562793524,0.029758774314647657,0.9393333333333335,0.03203470340462389,0.9349369495472235,0.022446388727932184,0.06999999999986,0.03214550253657889,0.9393333333314546,0.03203470340455983,0.0034156203269958,0.0004215370548915707
sharkbot,0.965,0.016072751268321597,0.9354270332754279,0.028238082139190813,1.0,0.0,0.9664170033637827,0.015035066710260949,0.06999999999986,0.03214550253657889,0.9999999999979999,0.0,0.0032387641270954924,0.00040944299537977235
szribi,0.897,0.03277702447345296,0.9253723337487249,0.03334000613995396,0.8640000000000001,0.045136829012828686,0.8931639019867404,0.03475323805783441,0.06999999999986,0.03214550253657889,0.8639999999982719,0.04513682901273842,0.003706361055374095,0.0007887684548255825
torpig,0.8929999999999999,0.02758622844826744,0.9258035307565827,0.032186341015160845,0.8559999999999999,0.05326662494783514,0.8882504949134938,0.030632258559529665,0.06999999999986,0.03214550253657889,0.8559999999982879,0.053266624947728616,0.0036203888257344075,0.000548150774595351
tufik,0.9643333333333332,0.01584999123729166,0.9353757512241458,0.028191974980620794,0.9986666666666667,0.00718021974284601,0.9657372648016912,0.014847680639219176,0.06999999999986,0.03214550253657889,0.9986666666646694,0.007180219742831642,0.003688505570093742,0.0005672817237686021
verblecon,0.963,0.017349351572897475,0.935147712084157,0.028375349941779354,0.9960000000000001,0.009521904571390474,0.9643942101787965,0.016394648397535114,0.06999999999986,0.03214550253657889,0.9959999999980079,0.009521904571371406,0.0038339834213256337,0.0004943983751366921
wd,0.965,0.016072751268321597,0.9354270332754279,0.028238082139190813,1.0,0.0,0.9664170033637827,0.015035066710260949,0.06999999999986,0.03214550253657889,0.9999999999979999,0.0,0.003931208213170319,0.0007659132975705729
xshellghost,0.9356666666666668,0.027041120949809407,0.9315253311402966,0.029487055786152072,0.9413333333333334,0.04129030017920539,0.9358085304228446,0.02762075779997337,0.06999999999986,0.03214550253657889,0.9413333333314504,0.04129030017912281,0.004066034317016552,0.0005117777442375622
GLOBAL_MEAN,0.8208533333333334,0.027531500973871168,0.827452076942442,0.054333227422965716,0.7117066666666667,0.03846113899554449,0.7360445976010764,0.03819019373661365,0.06999999999986,0.03214550253657889,0.7117066666652431,0.03846113899546756,0.0035960792096455395,0.0006227085793475213
